iteration,max return,median return,avg return,min return,std return,avg rollout len,num total samples,explained var critic,loss improv critic,avg grad norm critic,loss after,KL(old_new),avg expl strat std,expl strat entropy,avg grad norm policy
123,3308.9275,3211.1949,2857.7218,1347.2285,609.6101,873.75,2507111,0.7494999766349792,73.92140197753906,1.0,0.3668999969959259,0.002099999925121665,0.20440000295639038,-3.408400058746338,1.0
124,3325.6213,3215.2727,3152.1302,1493.4639,374.3844,974.0476,2527566,0.25619998574256897,85.42479705810547,1.0,1.6074999570846558,0.0020000000949949026,0.20389999449253082,-3.410799980163574,1.0
125,3357.01,3171.3721,2810.231,1485.5743,643.9869,868.0833,2548400,0.7161999940872192,92.4552993774414,1.0,1.1211999654769897,0.00139999995008111,0.20440000295639038,-3.4030001163482666,1.0
126,3331.137,3168.2017,2929.7365,1286.3928,597.3798,911.087,2569355,0.6534000039100647,56.82350158691406,1.0,1.3768999576568604,0.0020000000949949026,0.20399999618530273,-3.4096999168395996,1.0
127,3358.5091,3170.6279,2896.4982,278.117,740.002,904.0435,2590148,0.5149999856948853,87.55130004882812,1.0,2.097100019454956,0.001500000013038516,0.20280000567436218,-3.4260001182556152,1.0
128,3380.8627,3142.5553,2896.5838,1184.0427,620.7231,899.1304,2610828,0.6862999796867371,73.90380096435547,1.0,0.8385000228881836,0.00139999995008111,0.20250000059604645,-3.426100015640259,1.0
129,3294.5322,3179.6648,2958.9295,1346.1705,569.2509,922.1818,2631116,0.5462999939918518,43.76860046386719,1.0,1.406499981880188,0.002099999925121665,0.2021999955177307,-3.4286999702453613,1.0
130,3329.5637,3205.5454,3064.6793,1436.0272,435.1031,954.2727,2652110,0.4758000075817108,62.691898345947266,1.0,1.1627000570297241,0.002199999988079071,0.2013999968767166,-3.4412999153137207,1.0
131,3295.4131,3223.926,2925.0307,1459.7765,554.1916,891.0,2672603,0.7526999711990356,91.1001968383789,1.0,-0.41690000891685486,0.001500000013038516,0.20110000669956207,-3.448499917984009,1.0
132,3360.6877,3225.8219,2927.3202,1235.0284,691.7593,902.0,2693349,0.5446000099182129,82.89820098876953,1.0,1.0414999723434448,0.002300000051036477,0.20010000467300415,-3.461699962615967,1.0
133,3420.8968,3235.0353,2857.297,1527.8415,676.2596,864.3333,2714093,0.7705000042915344,82.38980102539062,1.0,-0.6403999924659729,0.0017000000225380063,0.1995999962091446,-3.4697999954223633,1.0
